auid,indexed_name,surname,given_name,title,doi,cited_by,affiliation,af_name,af_country,af_city,af_state,af_type,af_postal
-946245284,Lew-Williams C.,Lew-Williams,Casey,Isolated words enhance statistical language learning in infancy,10.1111/j.1467-7687.2011.01079.x,72,60014455,Waisman Center,United States,Madison,WI,resi,53705-2280
-2083802063,Pelucchi B.,Pelucchi,Bruna,Isolated words enhance statistical language learning in infancy,10.1111/j.1467-7687.2011.01079.x,72,60014455,Waisman Center,United States,Madison,WI,resi,53705-2280
-2083802063,Pelucchi B.,Pelucchi,Bruna,Isolated words enhance statistical language learning in infancy,10.1111/j.1467-7687.2011.01079.x,72,60024690,University of Ferrara,Italy,Ferrara,FE,univ,44121
-1585760781,Saffran J.R.,Saffran,Jenny R.,Isolated words enhance statistical language learning in infancy,10.1111/j.1467-7687.2011.01079.x,72,60014455,Waisman Center,United States,Madison,WI,resi,53705-2280
-2083802063,Pelucchi B.,Pelucchi,Bruna,Learning in reverse: Eight-month-old infants track backward transitional probabilities,10.1016/j.cognition.2009.07.011,120,60014455,Waisman Center,United States,Madison,WI,resi,53705-2280
-2083802063,Pelucchi B.,Pelucchi,Bruna,Learning in reverse: Eight-month-old infants track backward transitional probabilities,10.1016/j.cognition.2009.07.011,120,60024690,University of Ferrara,Italy,Ferrara,FE,univ,44121
1449415808,Hay J.F.,Hay,Jessica F.,Learning in reverse: Eight-month-old infants track backward transitional probabilities,10.1016/j.cognition.2009.07.011,120,60014455,Waisman Center,United States,Madison,WI,resi,53705-2280
-1585760781,Saffran J.R.,Saffran,Jenny R.,Learning in reverse: Eight-month-old infants track backward transitional probabilities,10.1016/j.cognition.2009.07.011,120,60014455,Waisman Center,United States,Madison,WI,resi,53705-2280
1358387337,Karaman F.,Karaman,Ferhat,"The longevity of statistical learning: When infant memory decays, isolated words come to the rescue",10.1037/xlm0000448,11,60015574,"The University of Tennessee, Knoxville",United States,Knoxville,TN,univ,37996-0001
1449415808,Hay J.F.,Hay,Jessica F.,"The longevity of statistical learning: When infant memory decays, isolated words come to the rescue",10.1037/xlm0000448,11,60015574,"The University of Tennessee, Knoxville",United States,Knoxville,TN,univ,37996-0001
-44582084,Lany J.,Lany,Jill,Infant statistical-learning ability is related to real-Time language processing,10.1017/S0305000917000253,21,60021508,University of Notre Dame,United States,Notre Dame,IN,univ,NA
-1627577664,Shoaib A.,Shoaib,Amber,Infant statistical-learning ability is related to real-Time language processing,10.1017/S0305000917000253,21,60021508,University of Notre Dame,United States,Notre Dame,IN,univ,NA
1360400626,Thompson A.,Thompson,Abbie,Infant statistical-learning ability is related to real-Time language processing,10.1017/S0305000917000253,21,60021508,University of Notre Dame,United States,Notre Dame,IN,univ,NA
-977591284,Estes K.G.,Estes,Katharine Graf,Infant statistical-learning ability is related to real-Time language processing,10.1017/S0305000917000253,21,60014439,"University of California, Davis",United States,Davis,CA,univ,95616-5270
-1987417837,Thiessen E.D.,Thiessen,Erik D.,Spectral tilt as a cue to word segmentation in infancy and adulthood,10.3758/BF03194972,23,60032179,University of Wisconsin-Madison,United States,Madison,WI,univ,53715-1007
-1987417837,Thiessen E.D.,Thiessen,Erik D.,Spectral tilt as a cue to word segmentation in infancy and adulthood,10.3758/BF03194972,23,60027950,Carnegie Mellon University,United States,Pittsburgh,PA,univ,15213-3890
-1585760781,Saffran J.R.,Saffran,Jenny R.,Spectral tilt as a cue to word segmentation in infancy and adulthood,10.3758/BF03194972,23,60032179,University of Wisconsin-Madison,United States,Madison,WI,univ,53715-1007
-977591284,Estes K.G.,Estes,Katharine Graf,Listening through voices: Infant statistical word segmentation across multiple speakers,10.1037/a0039725,28,60014439,"University of California, Davis",United States,Davis,CA,univ,95616-5270
-946245284,Lew-Williams C.,Lew-Williams,Casey,Listening through voices: Infant statistical word segmentation across multiple speakers,10.1037/a0039725,28,60003269,Princeton University,United States,Princeton,NJ,univ,08540-7106
-977591284,Estes K.G.,Estes,Katharine Graf,Infants generalize representations of statistically segmented words,10.3389/fpsyg.2012.00447,14,60014439,"University of California, Davis",United States,Davis,CA,univ,95616-5270
-977591284,Estes K.G.,Estes,Katharine Graf,Infants generalize representations of statistically segmented words,10.3389/fpsyg.2012.00447,14,60014439,"University of California, Davis",United States,Davis,CA,univ,95616-5270
-1987417837,Thiessen E.D.,Thiessen,Erik D.,Effects of Visual Information on Adults' and Infants' Auditory Statistical Learning,10.1111/j.1551-6709.2010.01118.x,51,60027950,Carnegie Mellon University,United States,Pittsburgh,PA,univ,15213-3890
-977591284,Graf Estes K.,Graf Estes,Katharine,Flexibility in Statistical Word Segmentation: Finding Words in Foreign Speech,10.1080/15475441.2014.926730,3,60014439,"University of California, Davis",United States,Davis,CA,univ,95616-5270
436396952,Gluck S.C.-W.,Gluck,Stephanie Chen Wu,Flexibility in Statistical Word Segmentation: Finding Words in Foreign Speech,10.1080/15475441.2014.926730,3,60027627,San Francisco State University,United States,San Francisco,CA,univ,94132-1740
435988852,Bastos C.,Bastos,Carolina,Flexibility in Statistical Word Segmentation: Finding Words in Foreign Speech,10.1080/15475441.2014.926730,3,60014439,"University of California, Davis",United States,Davis,CA,univ,95616-5270
-1987417837,Thiessen E.D.,Thiessen,Erik D.,Early developing syntactic knowledge influences sequential statistical learning in infancy,10.1016/j.jecp.2018.04.009,4,60027950,Carnegie Mellon University,United States,Pittsburgh,PA,univ,15213-3890
-1781639176,Onnis L.,Onnis,Luca,Early developing syntactic knowledge influences sequential statistical learning in infancy,10.1016/j.jecp.2018.04.009,4,60005510,Nanyang Technological University,Singapore,Singapore City,NA,univ,639798
1369311752,Hong S.-J.,Hong,Soo Jong,Early developing syntactic knowledge influences sequential statistical learning in infancy,10.1016/j.jecp.2018.04.009,4,60006240,University of Ulsan College of Medicine,South Korea,Seoul,NA,meds,05505
117200852,Lee K.-S.,Lee,Kyung Sook,Early developing syntactic knowledge influences sequential statistical learning in infancy,10.1016/j.jecp.2018.04.009,4,60028178,Hanshin University,South Korea,Osan,Gyeonggi-do,univ,447-791
876675324,Johnson E.K.,Johnson,Elizabeth K.,Testing the limits of statistical learning for word segmentation,10.1111/j.1467-7687.2009.00886.x,114,60016849,University of Toronto,Canada,Toronto,ON,univ,M5S 1A1
318098508,Tyler M.D.,Tyler,Michael D.,Testing the limits of statistical learning for word segmentation,10.1111/j.1467-7687.2009.00886.x,114,60017803,Western Sydney University,Australia,Penrith,NSW,univ,2751
-1854505748,Mersad K.,Mersad,Karima,When Mommy Comes to the Rescue of Statistics: Infants Combine Top-Down and Bottom-Up Cues to Segment Speech,10.1080/15475441.2011.609106,53,60210214,Integrative Neuroscience and Cognition Center,France,Paris,Ile-de-France,resi,75006
-1987079983,Nazzi T.,Nazzi,Thierry,When Mommy Comes to the Rescue of Statistics: Infants Combine Top-Down and Bottom-Up Cues to Segment Speech,10.1080/15475441.2011.609106,53,60210214,Integrative Neuroscience and Cognition Center,France,Paris,Ile-de-France,resi,75006
1370037988,Hoareau M.,Hoareau,Mélanie,Infants’ statistical word segmentation in an artificial language is linked to both parental speech input and reported production abilities,10.1111/desc.12803,20,60123796,Université Paris Cité,France,Paris,Ile-de-France,univ,75006
281551308,Yeung H.H.,Yeung,H. Henny,Infants’ statistical word segmentation in an artificial language is linked to both parental speech input and reported production abilities,10.1111/desc.12803,20,60018491,Simon Fraser University,Canada,Burnaby,BC,univ,V5A 1S6
-1987079983,Nazzi T.,Nazzi,Thierry,Infants’ statistical word segmentation in an artificial language is linked to both parental speech input and reported production abilities,10.1111/desc.12803,20,60123796,Université Paris Cité,France,Paris,Ile-de-France,univ,75006
-1987079983,Nazzi T.,Nazzi,Thierry,Infants’ statistical word segmentation in an artificial language is linked to both parental speech input and reported production abilities,10.1111/desc.12803,20,60210214,Integrative Neuroscience and Cognition Center,France,Paris,Ile-de-France,resi,75006
-526946148,French R.M.,French,Robert M.,TRACX: A Recognition-Based Connectionist Framework for Sequence Segmentation and Chunk Extraction,10.1037/a0025255,81,60031810,Université de Bourgogne,France,Dijon,Bourgogne-Franche-Comte,univ,"21078, cedex"
1775673732,Addyman C.,Addyman,Caspar,TRACX: A Recognition-Based Connectionist Framework for Sequence Segmentation and Chunk Extraction,10.1037/a0025255,81,60031810,Université de Bourgogne,France,Dijon,Bourgogne-Franche-Comte,univ,"21078, cedex"
1775673732,Addyman C.,Addyman,Caspar,TRACX: A Recognition-Based Connectionist Framework for Sequence Segmentation and Chunk Extraction,10.1037/a0025255,81,60009016,"Birkbeck, University of London",United Kingdom,London,NA,univ,WC1E 7HX
-1585865070,Mareschal D.,Mareschal,Denis,TRACX: A Recognition-Based Connectionist Framework for Sequence Segmentation and Chunk Extraction,10.1037/a0025255,81,60009016,"Birkbeck, University of London",United Kingdom,London,NA,univ,WC1E 7HX
-1250670348,Marchetto E.,Marchetto,Erika,Finding words and word structure in artificial speech: The development of infants' sensitivity to morphosyntactic regularities,10.1017/S0305000914000452,19,60012227,Scuola Internazionale Superiore di Studi Avanzati,Italy,Trieste,TS,univ,34136
-1250670348,Marchetto E.,Marchetto,Erika,Finding words and word structure in artificial speech: The development of infants' sensitivity to morphosyntactic regularities,10.1017/S0305000914000452,19,60105775,Laboratoire de Sciences Cognitives et Psycholinguistique,France,Paris,Ile-de-France,resi,75005
-1987847020,Bonatti L.L.,Bonatti,Luca L.,Finding words and word structure in artificial speech: The development of infants' sensitivity to morphosyntactic regularities,10.1017/S0305000914000452,19,60032942,Universitat Pompeu Fabra Barcelona,Spain,Barcelona,Barcelona,univ,08002
-1250670348,Marchetto E.,Marchetto,Erika,Words and possible words in early language acquisition,10.1016/j.cogpsych.2013.08.001,34,60012227,Scuola Internazionale Superiore di Studi Avanzati,Italy,Trieste,TS,univ,34136
-1250670348,Marchetto E.,Marchetto,Erika,Words and possible words in early language acquisition,10.1016/j.cogpsych.2013.08.001,34,60105775,Laboratoire de Sciences Cognitives et Psycholinguistique,France,Paris,Ile-de-France,resi,75005
-1987847020,Bonatti L.L.,Bonatti,Luca L.,Words and possible words in early language acquisition,10.1016/j.cogpsych.2013.08.001,34,60032942,Universitat Pompeu Fabra Barcelona,Spain,Barcelona,Barcelona,univ,08002
-1586214173,Fernald A.,Fernald,Anne,Picking up speed in understanding: Speech processing efficiency and vocabulary growth across the 2nd year,10.1037/0012-1649.42.1.98,364,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1586214173,Fernald A.,Fernald,Anne,Picking up speed in understanding: Speech processing efficiency and vocabulary growth across the 2nd year,10.1037/0012-1649.42.1.98,364,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1586214173,Fernald A.,Fernald,Anne,Picking up speed in understanding: Speech processing efficiency and vocabulary growth across the 2nd year,10.1037/0012-1649.42.1.98,364,60022195,Massachusetts Institute of Technology,United States,Cambridge,MA,univ,02139-4301
-1586214173,Fernald A.,Fernald,Anne,Picking up speed in understanding: Speech processing efficiency and vocabulary growth across the 2nd year,10.1037/0012-1649.42.1.98,364,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-745487988,Perfors A.,Perfors,Amy,Picking up speed in understanding: Speech processing efficiency and vocabulary growth across the 2nd year,10.1037/0012-1649.42.1.98,364,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-745487988,Perfors A.,Perfors,Amy,Picking up speed in understanding: Speech processing efficiency and vocabulary growth across the 2nd year,10.1037/0012-1649.42.1.98,364,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1888073559,Marchman V.A.,Marchman,Virginia A.,Picking up speed in understanding: Speech processing efficiency and vocabulary growth across the 2nd year,10.1037/0012-1649.42.1.98,364,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1888073559,Marchman V.A.,Marchman,Virginia A.,Picking up speed in understanding: Speech processing efficiency and vocabulary growth across the 2nd year,10.1037/0012-1649.42.1.98,364,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1586214173,Fernald A.,Fernald,Anne,Individual differences in lexical processing at 18 months predict vocabulary growth in typically developing and late-talking toddlers,10.1111/j.1467-8624.2011.01692.x,193,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1888073559,Marchman V.A.,Marchman,Virginia A.,Individual differences in lexical processing at 18 months predict vocabulary growth in typically developing and late-talking toddlers,10.1111/j.1467-8624.2011.01692.x,193,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1586214173,Fernald A.,Fernald,Anne,SES differences in language processing skill and vocabulary are evident at 18 months,10.1111/desc.12019,707,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1888073559,Marchman V.A.,Marchman,Virginia A.,SES differences in language processing skill and vocabulary are evident at 18 months,10.1111/desc.12019,707,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1622558764,Weisleder A.,Weisleder,Adriana,SES differences in language processing skill and vocabulary are evident at 18 months,10.1111/desc.12019,707,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1586214173,Fernald A.,Fernald,Anne,Names in frames: Infants interpret words in sentence frames faster than words in isolation,10.1111/j.1467-7687.2006.00482.x,121,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1586214173,Fernald A.,Fernald,Anne,Names in frames: Infants interpret words in sentence frames faster than words in isolation,10.1111/j.1467-7687.2006.00482.x,121,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-76382688,Hurtado N.,Hurtado,Nereyda,Names in frames: Infants interpret words in sentence frames faster than words in isolation,10.1111/j.1467-7687.2006.00482.x,121,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-2083238391,Zangl R.,Zangl,Renate,"Dynamics of word comprehension in infancy: Developments in timing, accuracy, and resistance to acoustic degradation",10.1207/s15327647jcd0602_2,45,60030612,"University of California, San Diego",United States,San Diego,CA,univ,92093-0021
-2083238391,Zangl R.,Zangl,Renate,"Dynamics of word comprehension in infancy: Developments in timing, accuracy, and resistance to acoustic degradation",10.1207/s15327647jcd0602_2,45,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-262635692,Klarman L.,Klarman,Lindsay,"Dynamics of word comprehension in infancy: Developments in timing, accuracy, and resistance to acoustic degradation",10.1207/s15327647jcd0602_2,45,60030612,"University of California, San Diego",United States,San Diego,CA,univ,92093-0021
-1585480301,Thal D.,Thal,Donna,"Dynamics of word comprehension in infancy: Developments in timing, accuracy, and resistance to acoustic degradation",10.1207/s15327647jcd0602_2,45,60018926,San Diego State University,United States,San Diego,CA,univ,92182-7455
-1586214173,Fernald A.,Fernald,Anne,"Dynamics of word comprehension in infancy: Developments in timing, accuracy, and resistance to acoustic degradation",10.1207/s15327647jcd0602_2,45,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1488261595,Bates E.,Bates,Elizabeth,"Dynamics of word comprehension in infancy: Developments in timing, accuracy, and resistance to acoustic degradation",10.1207/s15327647jcd0602_2,45,60030612,"University of California, San Diego",United States,San Diego,CA,univ,92093-0021
-76382688,Hurtado N.,Hurtado,Nereyda,Spoken word recognition by Latino children learning Spanish as their first language,10.1017/S0305000906007896,47,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-76382688,Hurtado N.,Hurtado,Nereyda,Spoken word recognition by Latino children learning Spanish as their first language,10.1017/S0305000906007896,47,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1888073559,Marchman V.A.,Marchman,Virginia A.,Spoken word recognition by Latino children learning Spanish as their first language,10.1017/S0305000906007896,47,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1586214173,Fernald A.,Fernald,Anne,Spoken word recognition by Latino children learning Spanish as their first language,10.1017/S0305000906007896,47,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1689889976,Bedford R.,Bedford,R.,Failure to learn from feedback underlies word learning difficulties in toddlers at risk for autism,10.1017/S0305000912000086,29,60006242,UCL Institute of Education,United Kingdom,London,NA,univ,WC1H 0AL
-1660891584,Gliga T.,Gliga,T.,Failure to learn from feedback underlies word learning difficulties in toddlers at risk for autism,10.1017/S0305000912000086,29,60009016,"Birkbeck, University of London",United Kingdom,London,NA,univ,WC1E 7HX
-313852448,Frame K.,Frame,K.,Failure to learn from feedback underlies word learning difficulties in toddlers at risk for autism,10.1017/S0305000912000086,29,60006242,UCL Institute of Education,United Kingdom,London,NA,univ,WC1H 0AL
-945226476,Hudry K.,Hudry,K.,Failure to learn from feedback underlies word learning difficulties in toddlers at risk for autism,10.1017/S0305000912000086,29,60006925,La Trobe University,Australia,Melbourne,Victoria,univ,3086
52504724,Chandler S.,Chandler,S.,Failure to learn from feedback underlies word learning difficulties in toddlers at risk for autism,10.1017/S0305000912000086,29,60006242,UCL Institute of Education,United Kingdom,London,NA,univ,WC1H 0AL
1713091432,Johnson M.H.,Johnson,M. H.,Failure to learn from feedback underlies word learning difficulties in toddlers at risk for autism,10.1017/S0305000912000086,29,60009016,"Birkbeck, University of London",United Kingdom,London,NA,univ,WC1E 7HX
-1583020818,Charman T.,Charman,T.,Failure to learn from feedback underlies word learning difficulties in toddlers at risk for autism,10.1017/S0305000912000086,29,60006242,UCL Institute of Education,United Kingdom,London,NA,univ,WC1H 0AL
-237113388,Estis J.M.,Estis,Julie M.,Children with SLI exhibit delays resolving ambiguous reference,10.1017/S0305000914000038,5,60000705,University of South Alabama,United States,Mobile,AL,univ,36688-0002
245944808,Beverly B.L.,Beverly,Brenda L.,Children with SLI exhibit delays resolving ambiguous reference,10.1017/S0305000914000038,5,60000705,University of South Alabama,United States,Mobile,AL,univ,36688-0002
-956092,Horst J.S.,Horst,Jessica S.,The role of competition in word learning via referent selection,10.1111/j.1467-7687.2009.00926.x,83,60017317,University of Sussex,United Kingdom,Brighton,East Sussex,univ,BN1 9RH
-1187625054,Scott E.J.,Scott,Emilly J.,The role of competition in word learning via referent selection,10.1111/j.1467-7687.2009.00926.x,83,60017317,University of Sussex,United Kingdom,Brighton,East Sussex,univ,BN1 9RH
-1636113764,Pollard J.A.,Pollard,Jessica A.,The role of competition in word learning via referent selection,10.1111/j.1467-7687.2009.00926.x,83,60017317,University of Sussex,United Kingdom,Brighton,East Sussex,univ,BN1 9RH
-322366448,Kalashnikova M.,Kalashnikova,Marina,Flexible Use of Mutual Exclusivity in Word Learning,10.1080/15475441.2015.1023443,8,60107806,"The MARCS Institute for Brain, Behaviour and Development",Australia,Bankstown,NSW,resi,2214
451859008,Mattock K.,Mattock,Karen,Flexible Use of Mutual Exclusivity in Word Learning,10.1080/15475441.2015.1023443,8,60107806,"The MARCS Institute for Brain, Behaviour and Development",Australia,Bankstown,NSW,resi,2214
-1487431252,Monaghan P.,Monaghan,Padraic,Flexible Use of Mutual Exclusivity in Word Learning,10.1080/15475441.2015.1023443,8,60117769,"Department of Psychology, Lancaster University",United Kingdom,Lancaster,Lancashire,univ,LA1 4YF
-322366448,Kalashnikova M.,Kalashnikova,Marina,The effects of linguistic experience on the flexible use of mutual exclusivity in word learning,10.1017/S1366728914000364,35,60107806,"The MARCS Institute for Brain, Behaviour and Development",Australia,Bankstown,NSW,resi,2214
451859008,Mattock K.,Mattock,Karen,The effects of linguistic experience on the flexible use of mutual exclusivity in word learning,10.1017/S1366728914000364,35,60107806,"The MARCS Institute for Brain, Behaviour and Development",Australia,Bankstown,NSW,resi,2214
-1487431252,Monaghan P.,Monaghan,Padraic,The effects of linguistic experience on the flexible use of mutual exclusivity in word learning,10.1017/S1366728914000364,35,60117769,"Department of Psychology, Lancaster University",United Kingdom,Lancaster,Lancashire,univ,LA1 4YF
-2084016965,Momen N.,Momen,Nausheen,Two-year-olds' expectation that lexical gaps will be filled,10.1177/014272370202206601,4,60029653,Kent State University,United States,Kent,OH,univ,44242-0001
-1586666919,Merriman W.E.,Merriman,William E.,Two-year-olds' expectation that lexical gaps will be filled,10.1177/014272370202206601,4,60029653,Kent State University,United States,Kent,OH,univ,44242-0001
-1187634275,Davidson D.,Davidson,Denise,Monolingual and bilingual children's use of the mutual exclusivity constraint,10.1017/S0305000996002917,66,60003545,Loyola University of Chicago,United States,Chicago,IL,univ,60626
-1987757055,Jergovic D.,Jergovic,Diana,Monolingual and bilingual children's use of the mutual exclusivity constraint,10.1017/S0305000996002917,66,NA,NA,NA,NA,NA,NA,NA
-2082643544,Imami Z.,Imami,Zubia,Monolingual and bilingual children's use of the mutual exclusivity constraint,10.1017/S0305000996002917,66,NA,NA,NA,NA,NA,NA,NA
-2081987243,Theodos V.,Theodos,Violet,Monolingual and bilingual children's use of the mutual exclusivity constraint,10.1017/S0305000996002917,66,NA,NA,NA,NA,NA,NA,NA
-1950307964,de Marchena A.,de Marchena,Ashley,Mutual exclusivity in autism spectrum disorders: Testing the pragmatic hypothesis,10.1016/j.cognition.2010.12.011,53,60022659,University of Connecticut,United States,Storrs,CT,univ,06269
-2082539599,Eigsti I.-M.,Eigsti,Inge Marie,Mutual exclusivity in autism spectrum disorders: Testing the pragmatic hypothesis,10.1016/j.cognition.2010.12.011,53,60022659,University of Connecticut,United States,Storrs,CT,univ,06269
-1885002964,Worek A.,Worek,Amanda,Mutual exclusivity in autism spectrum disorders: Testing the pragmatic hypothesis,10.1016/j.cognition.2010.12.011,53,60009982,Harvard University,United States,Cambridge,MA,univ,02138-3800
1006503752,Ono K.E.,Ono,Kim Emiko,Mutual exclusivity in autism spectrum disorders: Testing the pragmatic hypothesis,10.1016/j.cognition.2010.12.011,53,60009982,Harvard University,United States,Cambridge,MA,univ,02138-3800
-1986778663,Snedeker J.,Snedeker,Jesse,Mutual exclusivity in autism spectrum disorders: Testing the pragmatic hypothesis,10.1016/j.cognition.2010.12.011,53,60009982,Harvard University,United States,Cambridge,MA,univ,02138-3800
-1986803349,Diesendruck G.,Diesendruck,G.,Children's avoidance of lexical overlap: a pragmatic account.,10.1037/0012-1649.37.5.630,222,60002765,Bar-Ilan University,Israel,Ramat Gan,Tel Aviv,univ,5290002
-1585101060,Markson L.,Markson,L.,Children's avoidance of lexical overlap: a pragmatic account.,10.1037/0012-1649.37.5.630,222,60002765,Bar-Ilan University,Israel,Ramat Gan,Tel Aviv,univ,5290002
-1488225988,Woodward A.L.,Woodward,Amanda L.,"The mutual exclusivity bias in children's word learning. By W. E. Merriman and L. L. Bowman. In Monographs of the Society for Research in Child Development, 54, Serial No. 220, 1989",10.1016/0273-2297(91)90005-9,25,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1986058696,Markman E.M.,Markman,Ellen M.,"The mutual exclusivity bias in children's word learning. By W. E. Merriman and L. L. Bowman. In Monographs of the Society for Research in Child Development, 54, Serial No. 220, 1989",10.1016/0273-2297(91)90005-9,25,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1586666919,Merriman W.E.,Merriman,William E.,The mutual exclusivity bias in children's word learning: A reply to Woodward and Markman,10.1016/0273-2297(91)90006-A,27,60029653,Kent State University,United States,Kent,OH,univ,44242-0001
-1586666919,Merriman W.E.,Merriman,William E.,Young Children's Disambiguation of Object Name Reference,10.1111/j.1467-8624.1991.tb01606.x,83,60029653,Kent State University,United States,Kent,OH,univ,44242-0001
-1387334854,Schuster J.M.,Schuster,Joneen M.,Young Children's Disambiguation of Object Name Reference,10.1111/j.1467-8624.1991.tb01606.x,83,60029653,Kent State University,United States,Kent,OH,univ,44242-0001
-1185830084,Preissler M.A.,Preissler,Melissa Allen,The role of inferences about referential intent in word learning: Evidence from autism,10.1016/j.cognition.2005.01.008,116,60021784,New York University,United States,New York,NY,univ,10012-1019
-1185830084,Preissler M.A.,Preissler,Melissa Allen,The role of inferences about referential intent in word learning: Evidence from autism,10.1016/j.cognition.2005.01.008,116,60005455,Yale University,United States,New Haven,CT,univ,06510-7012
-1486905718,Carey S.,Carey,Susan,The role of inferences about referential intent in word learning: Evidence from autism,10.1016/j.cognition.2005.01.008,116,60009982,Harvard University,United States,Cambridge,MA,univ,02138-3800
1467069320,Scofield J.,Scofield,Jason,Two-year-olds differentially disambiguate novel words and facts,10.1017/S0305000907008100,22,113605268,University of Alabama,United States,Mobile,AL,NA,35486
1467069320,Scofield J.,Scofield,Jason,Two-year-olds differentially disambiguate novel words and facts,10.1017/S0305000907008100,22,60025371,The University of Alabama,United States,Tuscaloosa,AL,univ,35401-2028
-1584171011,Behrend D.A.,Behrend,Douglas A.,Two-year-olds differentially disambiguate novel words and facts,10.1017/S0305000907008100,22,124185099,University of Arkansas,United States,Stuttgart,AR,NA,72351
-2082659069,Evey J.A.,Evey,Julie A.,The prevalence and the weakness of an early name mapping preference,10.1017/S030500099700336X,26,NA,NA,NA,NA,NA,NA,NA
-1586666919,Merriman W.E.,Merriman,William E.,The prevalence and the weakness of an early name mapping preference,10.1017/S030500099700336X,26,60029653,Kent State University,United States,Kent,OH,univ,44242-0001
-747170284,Frank M.C.,Frank,Michael C.,Using Tablets to Collect Data From Young Children,10.1080/15248372.2015.1061528,50,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
1280322052,Sugarman E.,Sugarman,Elise,Using Tablets to Collect Data From Young Children,10.1080/15248372.2015.1061528,50,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1387073518,Horowitz A.C.,Horowitz,Alexandra C.,Using Tablets to Collect Data From Young Children,10.1080/15248372.2015.1061528,50,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
1279478452,Lewis M.L.,Lewis,Molly L.,Using Tablets to Collect Data From Young Children,10.1080/15248372.2015.1061528,50,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
2008517620,Yurovsky D.,Yurovsky,Daniel,Using Tablets to Collect Data From Young Children,10.1080/15248372.2015.1061528,50,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-956092,Horst J.S.,Horst,Jessica S.,Fast mapping but poor retention by 24-month-old infants,10.1080/15250000701795598,275,60024324,University of Iowa,United States,Iowa City,IA,univ,52242-1396
-1387949018,Samuelson L.K.,Samuelson,Larissa K.,Fast mapping but poor retention by 24-month-old infants,10.1080/15250000701795598,275,60024324,University of Iowa,United States,Iowa City,IA,univ,52242-1396
-1986058696,Markman E.M.,Markman,Ellen M.,Children's use of mutual exclusivity to constrain the meanings of words,10.1016/0010-0285(88)90017-5,756,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
-1379641276,Wachtel G.F.,Wachtel,Gwyn F.,Children's use of mutual exclusivity to constrain the meanings of words,10.1016/0010-0285(88)90017-5,756,60012708,Stanford University,United States,Palo Alto,CA,univ,94305
273065552,Spiegel C.,Spiegel,Chad,Rapid fast-mapping abilities in 2-year-olds,10.1016/j.jecp.2010.10.013,90,60005248,Johns Hopkins University,United States,Baltimore,MD,univ,21218-2680
-2083096618,Halberda J.,Halberda,Justin,Rapid fast-mapping abilities in 2-year-olds,10.1016/j.jecp.2010.10.013,90,60005248,Johns Hopkins University,United States,Baltimore,MD,univ,21218-2680
-2083096618,Halberda J.,Halberda,Justin,The development of a word-learning strategy,10.1016/S0010-0277(02)00186-5,224,60021784,New York University,United States,New York,NY,univ,10012-1019
-2083096618,Halberda J.,Halberda,Justin,The development of a word-learning strategy,10.1016/S0010-0277(02)00186-5,224,60009982,Harvard University,United States,Cambridge,MA,univ,02138-3800
372588552,White K.S.,White,Katherine S.,Sub-segmental detail in early lexical representations,10.1016/j.jml.2008.03.001,4,60011460,Brown University,United States,Providence,RI,univ,02912-0001
1366489865,Morgan J.L.,Morgan,James L.,Sub-segmental detail in early lexical representations,10.1016/j.jml.2008.03.001,4,60011460,Brown University,United States,Providence,RI,univ,02912-0001
372588552,White K.S.,White,Katherine S.,Sub-segmental detail in early lexical representations,10.1016/j.jml.2008.03.001,4,60011460,Brown University,United States,Providence,RI,univ,02912-0001
1366489865,Morgan J.L.,Morgan,James L.,Sub-segmental detail in early lexical representations,10.1016/j.jml.2008.03.001,4,60011460,Brown University,United States,Providence,RI,univ,02912-0001
